,EURIBOR,Gold,Gold.1,JPM,JPM.1,JPM.2,JPM.3,JPM.4,JPM.5,SP500,SP500.1,SP500.2,SP500.3,SP500.4,Siemens,Siemens.1,Siemens.2,Siemens.3,Siemens.4,Siemens.5,XR,XR.1,XR.2,XR.3,XR.4,EUROSTOXX,EUROSTOXX.1,EUROSTOXX.2,EUROSTOXX.3,EUROSTOXX.4,EUROSTOXX.5
Date,rate,USD,EUR,Open,High,Low,Close,Adj Close,Volume,Price,Open,High,Low,Change %,Open,High,Low,Close,Adj Close,Volume,Price,Open,High,Low,Change %,Open,High,Low,Close,Adj Close,Volume
1/1/2014,-0.508,"1,204.50",872.8,58.310001,58.5,57.970001,58.209999,43.791924,15627600,"1,831.98","1,845.86","1,845.86","1,827.74",-0.89%,90.416405,90.957275,89.208443,89.235489,61.293823,3186241,0.7271,0.7274,0.7277,0.7262,-0.05%,326.140015,328.089996,325.279999,327.640015,327.640015,220228300
1/2/2014,-0.508,"1,225.00",895.8,58.310001,58.5,57.970001,58.209999,43.791924,15627600,"1,831.98","1,845.86","1,845.86","1,827.74",-0.89%,90.416405,90.957275,89.208443,89.235489,61.293823,3186241,0.7314,0.7268,0.7337,0.7258,0.59%,326.140015,328.089996,325.279999,327.640015,327.640015,220228300
1/3/2014,-0.508,"1,234.50",907.4,58.290001,58.950001,58.209999,58.66,44.130463,14214100,"1,831.37","1,833.21","1,838.24","1,829.13",-0.03%,89.109283,89.902573,88.018517,89.695236,61.609615,1628279,0.7359,0.7314,0.7363,0.7312,0.62%,326.140015,328.089996,325.279999,327.640015,327.640015,220228300
1/6/2014,-0.508,"1,246.30",913.7,59.16,59.470001,58.830002,59,44.386253,17550700,"1,826.77","1,832.31","1,837.16","1,823.73",-0.25%,89.469872,90.100891,89.208443,89.415779,61.417664,1404807,0.7338,0.7357,0.7369,0.7323,-0.29%,327.100006,328.119995,326.51001,326.980011,326.980011,194489900
1/7/2014,-0.508,"1,227.50",900.7,59.290001,59.43,58.110001,58.32,43.874676,17851200,"1,837.88","1,828.71","1,840.10","1,828.71",0.61%,89.298592,89.866508,88.748703,89.866508,61.727257,1704454,0.7345,0.7337,0.7355,0.7321,0.10%,327.230011,329.75,326.679993,329.399994,329.399994,344684700
1/8/2014,-0.508,"1,221.00",899.8,58.540001,58.91,58.299999,58.869999,44.288452,14687400,"1,837.49","1,837.90","1,840.02","1,831.40",-0.02%,89.929611,89.956657,88.397133,88.721657,60.940884,2165040,0.7366,0.7344,0.7377,0.7333,0.29%,329.529999,329.910004,328.779999,329.75,329.75,378094300
1/9/2014,-0.508,"1,226.00",902.6,58.98,59,58.330002,58.759998,44.205696,13242500,"1,838.13","1,839.00","1,843.23","1,830.38",0.03%,88.478264,89.217461,88.081619,88.126694,60.532223,2126776,0.7349,0.7365,0.738,0.7334,-0.23%,329.790009,330.950012,327.820007,328.410004,328.410004,356556600
1/10/2014,-0.508,"1,244.30",910.7,58.669998,58.759998,58.18,58.490002,44.002571,12694900,"1,842.37","1,840.06","1,843.15","1,832.43",0.23%,87.80217,88.775742,87.576805,88.288956,60.643681,2568997,0.7316,0.7347,0.7367,0.7305,-0.45%,329,331.570007,329,329.950012,329.950012,289737000
1/13/2014,-0.508,"1,248.00",914,58.509998,58.669998,57.529999,57.700001,43.408253,20711600,"1,819.20","1,841.26","1,843.45","1,815.52",-1.26%,88.577423,88.947021,88.045563,88.811806,61.002804,1654179,0.7315,0.7314,0.7332,0.7306,-0.01%,330.559998,331.079987,329.859985,330.720001,330.720001,251150800
1/14/2014,-0.508,"1,251.50",914.6,58.299999,58.580002,57.560001,57.740002,43.438339,30272400,"1,838.88","1,821.36","1,839.26","1,821.36",1.08%,88.16275,89.001106,87.576805,89.001106,61.132847,2246364,0.731,0.7314,0.7326,0.7299,-0.07%,329,331.329987,327.339996,331.230011,331.230011,283786700
1/15/2014,-0.508,"1,236.00",909.2,57.73,59.650002,57.73,59.490002,44.754883,35186600,"1,848.38","1,840.52","1,850.84","1,840.52",0.52%,89.244507,91.36293,89.091255,91.36293,62.755127,3373911,0.735,0.7308,0.7364,0.7307,0.55%,331.869995,334.600006,331.869995,334.51001,334.51001,341459700
1/16/2014,-0.508,"1,241.50",913.3,58.790001,59.82,58.740002,58.990002,44.378742,21689400,"1,845.89","1,847.99","1,847.99","1,840.30",-0.13%,91.18264,91.317863,90.145966,90.145966,61.919212,2201221,0.7341,0.7349,0.7362,0.7325,-0.12%,334.459991,334.600006,333.670013,333.98999,333.98999,313622100
1/17/2014,-0.508,"1,250.00",923.7,59.209999,59.23,58.029999,58.110001,43.716709,20997900,"1,838.70","1,844.23","1,846.04","1,835.23",-0.39%,89.866508,90.641769,89.803406,90.641769,62.259777,3981027,0.7385,0.7342,0.7399,0.734,0.60%,333.75,336.070007,333.75,335.820007,335.820007,329356800
1/20/2014,-0.508,"1,255.80",926.1,59.209999,59.23,58.029999,58.110001,43.716709,20997900,"1,838.70","1,844.23","1,846.04","1,835.23",-0.39%,90.236107,90.731911,90.100891,90.506546,62.166897,1369099,0.7379,0.7383,0.7403,0.7369,-0.08%,335.429993,335.98999,334.75,335.5,335.5,192173500
1/21/2014,-0.508,"1,238.00",913.7,58.09,58.439999,57.580002,58.169998,43.761841,19548300,"1,843.80","1,841.05","1,849.31","1,832.38",0.28%,90.326256,90.641769,90.02877,90.118919,61.900639,2148424,0.7373,0.7378,0.74,0.7369,-0.08%,335.730011,337.649994,335.320007,335.76001,335.76001,256322100
1/22/2014,-0.508,"1,241.00",915.8,58.330002,58.330002,57.419998,57.59,43.325504,15433500,"1,844.86","1,844.71","1,846.87","1,840.88",0.06%,90.01976,90.867134,88.595451,88.802788,60.99662,3553375,0.7381,0.7373,0.7389,0.7361,0.11%,336.130005,337.269989,335.070007,336.059998,336.059998,299695500
1/23/2014,-0.508,"1,263.00",923.6,57.09,57.099998,56.209999,56.470001,42.482903,26234600,"1,828.46","1,842.29","1,842.29","1,820.06",-0.89%,88.658554,89.505928,87.991478,88.33403,60.674637,2702245,0.7301,0.7381,0.739,0.7299,-1.08%,335.609985,336.670013,331.940002,332.690002,332.690002,287175700
1/24/2014,-0.508,"1,267.00",926,56,56.360001,55.09,55.09,41.444725,26833100,"1,790.29","1,826.96","1,826.96","1,790.29",-2.09%,88.523338,89.082237,86.684357,86.837608,59.646786,4303524,0.7311,0.7301,0.732,0.7277,0.14%,332.670013,333.359985,324.5,324.75,324.75,374703400
1/27/2014,-0.508,"1,260.50",921.5,55.080002,55.799999,54.689999,55.09,41.444725,23935000,"1,781.56","1,791.03","1,795.98","1,772.88",-0.49%,87.153114,88.252899,86.918739,87.81118,60.315495,4181280,0.7314,0.7312,0.7325,0.729,0.04%,324.700012,324.839996,321.390015,322.019989,322.019989,360964400
1/28/2014,-0.508,"1,251.30",915.8,55.389999,56.34,55.240002,55.740002,41.933731,18041000,"1,792.50","1,783.00","1,793.87","1,779.49",0.61%,88.658554,89.695236,86.413918,89.190414,61.262863,6136523,0.7316,0.7313,0.7338,0.7304,0.03%,322.950012,324.880005,322.76001,324.220001,324.220001,284382700
1/29/2014,-0.508,"1,264.00",925.3,54.959999,55.869999,54.849998,55.529999,41.775742,25459000,"1,774.20","1,790.15","1,790.15","1,770.45",-1.02%,87.261292,87.333412,84.520859,85.521477,60.787395,5162253,0.7319,0.7315,0.7351,0.7306,0.04%,325.519989,328.019989,319.290009,322.390015,322.390015,363736600
1/30/2014,-0.508,"1,242.50",916.8,56.07,56.389999,55.630001,56,42.12933,17031100,"1,794.19","1,777.17","1,798.77","1,777.17",1.13%,85.59359,85.827972,83.853775,84.863411,60.31966,3164059,0.7377,0.7319,0.7383,0.7316,0.79%,322.160004,324.25,320.059998,323.320007,323.320007,288617200
1/31/2014,-0.508,"1,251.00",926.3,55.5,56.110001,55.18,55.360001,41.647854,18174000,"1,782.59","1,790.88","1,793.88","1,772.26",-0.65%,84.710159,84.710159,82.582718,84.701149,60.204327,4550066,0.7414,0.7376,0.742,0.7369,0.50%,323.369995,323.540009,318,322.519989,322.519989,293402700
2/3/2014,-0.4119,"1,262.00",933.6,55.5,55.919998,54.200001,54.310001,40.857918,28549900,"1,741.89","1,782.68","1,784.83","1,739.66",-2.28%,84.692131,85.620636,83.583336,83.583336,59.409794,3188911,0.7393,0.7411,0.7419,0.7387,-0.28%,322.23999,323.869995,317.950012,318.209991,318.209991,284392300
2/4/2014,-0.4119,"1,250.30",924.7,54.720001,55.349998,54.599998,54.950001,41.339405,20709300,"1,755.20","1,743.82","1,758.73","1,743.82",0.76%,83.069504,83.808701,82.627792,82.790054,58.845936,2852649,0.7397,0.7393,0.7412,0.7386,0.05%,317.019989,318.660004,315.609985,317.579987,317.579987,348874500
2/5/2014,-0.4119,"1,254.50",927,55.099998,55.450001,54.580002,55.209999,41.535,19491600,"1,751.64","1,753.38","1,755.79","1,737.92",-0.20%,82.528633,83.385017,81.906624,83.006401,58.999722,2282176,0.7389,0.7396,0.7408,0.7376,-0.11%,317.519989,319.209991,316.73999,318.040009,318.040009,295228600
2/6/2014,-0.4119,"1,256.50",923.8,55.349998,56.549999,55.200001,56.48,42.490429,20881600,"1,773.43","1,752.99","1,774.06","1,752.99",1.24%,83.051476,83.925896,82.384399,83.808701,59.569973,3234850,0.7358,0.7389,0.7416,0.7341,-0.42%,319.059998,323.399994,318.76001,322.769989,322.769989,361205200
2/7/2014,-0.4119,"1,259.30",924.5,56.650002,56.93,56.259998,56.619999,42.59576,23388500,"1,797.02","1,776.01","1,798.03","1,776.01",1.33%,83.718559,84.556915,83.240784,84.196327,59.845501,2506195,0.7334,0.7358,0.7379,0.733,-0.33%,323.529999,325.450012,322.690002,325.089996,325.089996,308128200
2/10/2014,-0.4119,"1,277.00",936.1,56.77,56.919998,56.389999,56.740002,42.686047,14715200,"1,799.84","1,796.20","1,799.94","1,791.83",0.16%,84.187317,84.809326,83.817719,84.052094,59.742985,1607029,0.7328,0.7336,0.7349,0.7324,-0.08%,325.640015,326.029999,324.670013,325.299988,325.299988,217047400
2/11/2014,-0.4119,"1,282.00",939.3,56.610001,57.57,56.580002,57.43,43.205132,18774100,"1,819.75","1,800.45","1,823.54","1,800.41",1.11%,84.403664,85.124832,84.169289,84.809326,60.281216,2303286,0.7332,0.7327,0.7339,0.7307,0.05%,325.839996,329.519989,325.839996,329.519989,329.519989,286631500
2/12/2014,-0.4119,"1,289.50",949.2,57.34,57.709999,57.16,57.52,43.272835,13437900,"1,819.26","1,820.12","1,826.55","1,815.97",-0.03%,85.296112,86.080383,84.827354,85.106804,60.492653,2560215,0.7356,0.7332,0.7374,0.7323,0.33%,329.970001,333.019989,329.970001,332,332,303504300
2/13/2014,-0.4119,"1,296.00",948.1,57.07,58.099998,56.959999,58.029999,43.656521,16605500,"1,829.83","1,814.82","1,830.25","1,809.22",0.58%,85.052719,85.395271,84.115196,84.998627,60.41576,2039446,0.7309,0.7355,0.7362,0.7302,-0.64%,331.51001,331.519989,328.790009,331.480011,331.480011,300836500
2/14/2014,-0.4119,"1,320.00",963.9,57.889999,58.23,57.75,58.150002,43.746788,13067300,"1,838.63","1,828.46","1,841.65","1,825.59",0.48%,85.115822,86.314758,85.115822,85.692757,60.909145,2157610,0.7304,0.7309,0.7314,0.729,-0.07%,331.540009,333.429993,331.350006,333.320007,333.320007,279830800
2/17/2014,-0.4119,"1,327.50",969.2,57.889999,58.23,57.75,58.150002,43.746788,13067300,"1,838.63","1,828.46","1,841.65","1,825.59",0.48%,85.638664,86.179543,85.476402,86.035309,61.152626,833109,0.7295,0.7306,0.7307,0.7285,-0.12%,331.540009,333.429993,331.350006,333.320007,333.320007,279830800
2/18/2014,-0.4119,"1,320.80",960.3,58.02,58.650002,57.900002,58.490002,44.002571,14983800,"1,840.76","1,839.03","1,842.87","1,835.01",0.12%,86.125458,86.341805,85.24202,85.395271,60.697685,1650107,0.7268,0.7294,0.7302,0.7261,-0.37%,334.790009,334.890015,332.309998,334.600006,334.600006,267328100
2/19/2014,-0.4119,"1,320.50",960.2,58.360001,58.540001,57.220001,57.259998,43.077236,18669900,"1,828.75","1,838.90","1,847.50","1,826.99",-0.65%,85.359215,86.188553,85.115822,85.800926,60.986034,1436728,0.7281,0.7267,0.7287,0.726,0.18%,334.339996,335.329987,332.609985,334.940002,334.940002,240624400
2/20/2014,-0.4119,"1,316.30",960.7,57.529999,57.970001,57.27,57.580002,43.317978,12457000,"1,839.78","1,829.24","1,842.79","1,824.58",0.60%,84.78228,85.773888,84.692131,85.674721,60.896328,2410209,0.7289,0.7281,0.7307,0.7265,0.11%,333.420013,334.779999,331.279999,334.779999,334.779999,244328900
2/21/2014,-0.4119,"1,323.30",963.4,57.59,57.84,57.369999,57.610001,43.340542,16790100,"1,836.25","1,841.07","1,846.13","1,835.60",-0.19%,86.134468,86.269684,85.079758,85.503448,60.774582,1985502,0.7278,0.7289,0.7299,0.7267,-0.15%,335.700012,336.420013,335.049988,336.089996,336.089996,258167300
2/24/2014,-0.4119,"1,334.80",971.7,57.619999,58.23,57.580002,58.029999,43.656521,16151400,"1,847.61","1,836.78","1,858.71","1,836.78",0.62%,85.449356,86.260674,85.052719,86.260674,61.312805,1731059,0.728,0.7279,0.7295,0.7261,0.03%,335.799988,338.190002,334.589996,338.190002,338.190002,267680800
2/25/2014,-0.4119,"1,339.00",973.7,57.900002,57.98,56.919998,57.029999,42.904209,17991800,"1,845.12","1,847.66","1,852.91","1,840.19",-0.13%,86.161514,87.261292,86.098412,87.261292,62.024033,2190002,0.7275,0.728,0.7291,0.7263,-0.07%,337.950012,338.589996,336.459991,338.390015,338.390015,288748300
2/26/2014,-0.4119,"1,331.80",974.1,57.369999,57.380001,56.220001,56.75,42.693565,23661700,"1,845.16","1,845.79","1,852.65","1,840.66",0.00%,87.234245,87.639908,86.639282,87.162132,61.953552,1929296,0.7306,0.7275,0.732,0.7268,0.43%,338.230011,338.570007,336.470001,337.700012,337.700012,242182900
2/27/2014,-0.4119,"1,332.30",971.7,56.779999,56.889999,56.139999,56.689999,42.648426,16277500,"1,854.29","1,844.90","1,854.53","1,841.13",0.49%,86.810562,87.306366,85.575562,86.549141,61.517845,2239972,0.7295,0.7305,0.7329,0.7284,-0.15%,337.76001,338.019989,334.25,337.209991,337.209991,300417700
2/28/2014,-0.4119,"1,326.50",960.7,56.57,57.450001,56.389999,56.82,42.74622,18599000,"1,859.45","1,855.12","1,867.92","1,847.67",0.28%,86.918739,87.252281,85.972206,87.225235,61.998402,2555794,0.7245,0.7294,0.7302,0.7233,-0.69%,337.51001,338.230011,335.51001,338.019989,338.019989,295954400
3/3/2014,-0.1947,"1,349.50",982.5,56.299999,56.419998,55.689999,56.209999,42.287331,19151000,"1,845.73","1,857.68","1,857.68","1,834.44",-0.74%,85.48542,85.638664,83.808701,83.808701,59.569973,3631939,0.728,0.7254,0.7286,0.7249,0.48%,335.820007,335.820007,330.279999,330.359985,330.359985,336303500
3/4/2014,-0.1947,"1,334.80",971.9,56.950001,57.360001,56.639999,57.259998,43.077236,17157000,"1,873.91","1,849.23","1,876.23","1,849.23",1.53%,84.592972,86.11644,84.142242,86.11644,61.210289,3066873,0.7276,0.728,0.7289,0.7255,-0.05%,332.309998,337.149994,332.309998,337.149994,337.149994,346459500
3/5/2014,-0.1947,"1,337.00",973.4,57.48,58.290001,57.360001,58.16,43.754314,17761500,"1,873.81","1,874.05","1,876.53","1,871.11",-0.01%,85.909103,86.314758,85.458374,86.143486,61.229504,1813302,0.7282,0.7275,0.7295,0.7273,0.08%,336.929993,337.799988,336.299988,337.059998,337.059998,429270800
3/6/2014,-0.1947,"1,345.30",970.7,58.509998,59.09,58.400002,58.900002,44.311031,19420600,"1,877.03","1,874.18","1,881.94","1,874.18",0.17%,86.576187,86.720413,85.683739,86.008263,61.1334,1749402,0.7215,0.7281,0.7289,0.7208,-0.92%,337.679993,338.899994,337,337.279999,337.279999,489217400
3/7/2014,-0.1947,"1,335.30",962.3,59.349998,59.799999,59.07,59.400002,44.68718,18602200,"1,878.04","1,878.52","1,883.57","1,870.56",0.05%,85.864029,86.134468,83.646439,83.655457,59.461056,3239784,0.7206,0.7213,0.7219,0.7185,-0.12%,337.179993,337.51001,333,333.059998,333.059998,358485500
3/10/2014,-0.1947,"1,344.00",968.7,59.139999,59.48,58.869999,59.200001,44.53672,16945200,"1,877.17","1,877.86","1,877.87","1,867.04",-0.05%,83.222755,84.070129,82.447495,82.844139,58.884388,2375958,0.7207,0.7206,0.7215,0.7195,0.01%,332.589996,334.779999,330.200012,331.399994,331.399994,322415800
3/11/2014,-0.1947,"1,346.30",971,59.419998,59.450001,58.130001,58.189999,43.77689,19420000,"1,867.63","1,878.26","1,882.35","1,863.88",-0.51%,83.09655,84.719177,82.808083,83.808701,59.569973,2160959,0.7216,0.7205,0.7229,0.7204,0.12%,332.160004,333.390015,330.899994,331.48999,331.48999,326891800
3/12/2014,-0.1947,"1,366.00",982.5,57.700001,57.959999,57.419998,57.919998,43.573765,17932100,"1,868.20","1,866.15","1,868.38","1,854.38",0.03%,83.303886,83.430092,81.59111,81.987755,58.275684,2684745,0.7192,0.7215,0.7224,0.7186,-0.33%,330.619995,330.619995,326.519989,327.950012,327.950012,370780700
3/13/2014,-0.1947,"1,368.80",987.8,58,58.34,57.189999,57.419998,43.197605,17192500,"1,846.34","1,869.06","1,874.40","1,841.86",-1.17%,82.077904,82.753998,80.473305,80.500343,57.218449,2875254,0.721,0.7191,0.7222,0.7159,0.25%,328.25,328.700012,324.51001,324.51001,324.51001,340391600
3/14/2014,-0.1947,"1,385.00",996.4,57.110001,57.529999,56.619999,56.799999,42.731182,18635800,"1,841.13","1,845.07","1,852.44","1,839.57",-0.28%,79.932426,81.915634,78.436005,81.690269,58.06424,4620984,0.7187,0.7209,0.7221,0.7174,-0.32%,323.429993,323.429993,320.230011,322.230011,322.230011,417900600
3/17/2014,-0.1947,"1,378.50",990,57.209999,57.700001,57.049999,57.580002,43.317978,13581400,"1,858.83","1,842.81","1,862.30","1,842.81",0.96%,83.835747,84.935524,83.565308,84.457756,60.031311,3964430,0.7183,0.7189,0.7206,0.7168,-0.06%,322.619995,326.26001,322.51001,325.829987,325.829987,285549700
3/18/2014,-0.1947,"1,355.80",973.8,57.82,58.16,57.619999,58.060001,43.679089,12554800,"1,872.25","1,858.92","1,873.76","1,858.92",0.72%,84.457756,84.457756,84.457756,84.457756,60.031311,0,0.7177,0.7181,0.7205,0.7172,-0.08%,325.440002,329.459991,324.089996,327.929993,327.929993,344023900
3/19/2014,-0.1947,"1,338.00",961.5,57.990002,58.93,57.889999,58.299999,43.859631,21450700,"1,860.77","1,872.25","1,874.14","1,850.35",-0.61%,85.656693,85.918121,84.629028,85.016655,60.428574,2480500,0.7229,0.7177,0.7241,0.7175,0.72%,328.119995,328.850006,327.140015,327.630005,327.630005,402823700
3/20/2014,-0.1947,"1,327.00",963.2,58.360001,60.490002,58.130001,60.110001,45.221321,33736500,"1,872.01","1,860.09","1,873.49","1,854.63",0.60%,85.818954,86.855637,85.187935,86.855637,61.735699,4222398,0.7258,0.7228,0.7273,0.7222,0.40%,326.320007,327.73999,324.51001,327.670013,327.670013,333149900
3/21/2014,-0.1947,"1,336.00",968.4,60.959999,61.200001,60,60.169998,45.266464,35144100,"1,866.52","1,874.53","1,883.97","1,863.46",-0.29%,86.945786,88.171768,86.702385,88.117683,62.632748,10509259,0.7249,0.7257,0.7266,0.7239,-0.12%,327.670013,329.109985,327.190002,327.910004,327.910004,505338800
3/24/2014,-0.1947,"1,310.80",944.6,60.369999,61.189999,60.349998,61.07,45.943539,25810500,"1,857.44","1,867.67","1,873.34","1,849.69",-0.49%,87.612862,87.991478,85.909103,85.963188,61.101357,2600747,0.7226,0.725,0.7268,0.7206,-0.32%,327.730011,328,323.829987,324.390015,324.390015,288294600
3/25/2014,-0.1947,"1,313.50",950,61.110001,61.48,60.560001,60.93,45.838211,24053500,"1,865.62","1,859.48","1,871.87","1,855.96",0.44%,86.269684,87.657936,86.170525,87.576805,62.248295,2077820,0.7232,0.7225,0.7274,0.7221,0.08%,324.559998,328.980011,324.559998,328.570007,328.570007,264868800
3/26/2014,-0.1947,"1,304.00",945.7,61.240002,61.400002,59.889999,59.900002,45.063347,22745200,"1,852.56","1,867.09","1,875.92","1,852.56",-0.70%,87.865273,88.96505,87.666946,88.054581,62.587883,2238276,0.7255,0.7232,0.7259,0.7231,0.32%,328.899994,331.970001,328.890015,330.929993,330.929993,352586900
3/27/2014,-0.1947,"1,296.00",942.8,59.939999,60.549999,59.02,59.919998,45.078373,24632600,"1,849.04","1,852.11","1,855.55","1,842.11",-0.19%,87.793152,88.694611,87.189178,87.964432,62.5238,1651210,0.7278,0.7254,0.7284,0.7247,0.32%,330.480011,331.700012,329.549988,331.399994,331.399994,268651400
3/28/2014,-0.1947,"1,294.80",941.4,60.209999,60.59,59.68,60.040001,45.168667,14708700,"1,857.62","1,850.07","1,866.63","1,850.07",0.46%,88.180779,89.217461,88.16275,89.217461,63.414448,1986142,0.7271,0.7277,0.7297,0.726,-0.10%,331.410004,333.959991,331.410004,333.76001,333.76001,369620000
3/31/2014,-0.1947,"1,291.80",938,60.830002,61.02,60.599998,60.709999,45.672695,15216700,"1,872.34","1,859.16","1,875.18","1,859.16",0.79%,89.235489,89.469872,87.856255,88.072609,62.600704,1911310,0.7261,0.7268,0.728,0.7242,-0.14%,334.529999,335.940002,333.920013,334.309998,334.309998,404531100
4/1/2014,-0.3703,"1,283.80",930.4,60.950001,61.290001,60.369999,60.669998,45.642612,14584400,"1,885.52","1,873.96","1,885.84","1,873.96",0.70%,88.604469,88.910965,88.117683,88.415161,62.844181,1516863,0.725,0.7261,0.7264,0.7237,-0.15%,334.980011,336.940002,334.980011,336.350006,336.350006,384458800
4/2/2014,-0.3703,"1,292.00",938.5,60.369999,60.77,60.200001,60.48,45.786457,14012200,"1,890.90","1,886.61","1,893.17","1,883.79",0.29%,88.397133,88.883919,88.135712,88.6856,63.036411,1362140,0.7264,0.7249,0.7271,0.7235,0.19%,336.350006,337.380005,336.269989,336.929993,336.929993,402948900
4/3/2014,-0.3703,"1,284.00",935.8,60.650002,60.799999,60.279999,60.66,45.922703,11925200,"1,888.77","1,891.43","1,893.80","1,882.65",-0.11%,88.947021,90.091873,88.901947,89.226479,63.420849,2460567,0.7289,0.7263,0.7301,0.7242,0.34%,337.070007,338.450012,336.029999,337.25,337.25,338191100
4/4/2014,-0.3703,"1,297.30",946.6,61.02,61.060001,59.799999,59.810001,45.279224,16966900,"1,865.09","1,890.25","1,897.28","1,863.26",-1.25%,89.424797,90.055817,89.280563,90.001732,63.971905,2075883,0.7298,0.7288,0.7315,0.7281,0.12%,337.649994,339.859985,337.480011,339.179993,339.179993,323569000
4/7/2014,-0.3703,"1,299.00",945.5,59.689999,60,58.84,59,44.666027,18685700,"1,845.04","1,863.92","1,864.04","1,841.48",-1.08%,88.757713,89.587059,87.748077,87.748077,62.370033,2461795,0.7278,0.73,0.7306,0.7272,-0.27%,337.829987,337.829987,334.779999,334.959991,334.959991,278242400
4/8/2014,-0.3703,"1,309.50",949.2,58.799999,59.02,58.25,58.849998,44.552452,16956500,"1,851.96","1,845.48","1,854.95","1,837.49",0.38%,88.61348,88.658554,86.82859,88.370087,62.812149,2657145,0.7248,0.7276,0.728,0.724,-0.41%,335.279999,335.709991,331.709991,333.890015,333.890015,395786500
4/9/2014,-0.3703,"1,301.80",942.7,59.099998,59.450001,58.5,59.27,44.870415,15308400,"1,872.18","1,852.64","1,872.43","1,852.38",1.09%,88.541367,88.85688,88.081619,88.496292,62.901852,1467963,0.7218,0.7247,0.7258,0.7213,-0.41%,334.190002,336.25,334.170013,335.160004,335.160004,294131200
4/10/2014,-0.3703,"1,320.50",950.9,59.349998,59.389999,57.380001,57.400002,43.454742,29977200,"1,833.08","1,872.28","1,872.53","1,830.87",-2.09%,88.96505,89.03717,87.387497,87.675964,62.318783,1919296,0.72,0.7217,0.7228,0.7193,-0.25%,335.980011,337.149994,333.179993,333.410004,333.410004,313492300
4/11/2014,-0.3703,"1,318.00",948.4,55.18,56.049999,54.549999,55.299999,41.864918,47241300,"1,815.69","1,830.65","1,835.07","1,814.36",-0.95%,86.684357,87.27932,86.188553,87.017899,61.851028,2425112,0.7202,0.72,0.7214,0.7191,0.03%,332.049988,332.049988,327.079987,328.769989,328.769989,356134700
4/14/2014,-0.3703,"1,325.80",958.7,55.849998,55.939999,54.48,54.959999,41.607529,31081500,"1,830.61","1,818.18","1,834.19","1,815.80",0.82%,86.206589,86.990852,85.422318,86.855637,61.735699,1837388,0.7236,0.7226,0.7243,0.7212,0.47%,328.339996,329.790009,325.5,329.790009,329.790009,366588000
4/15/2014,-0.3703,"1,298.00",939.3,55.09,55.639999,54.349998,54.799999,41.486397,26691400,"1,842.98","1,831.45","1,844.02","1,816.29",0.68%,86.314758,86.99987,85.530487,85.539505,60.800213,2304755,0.7239,0.7235,0.7252,0.7228,0.04%,329.470001,330.320007,326.48999,326.579987,326.579987,386757700
4/16/2014,-0.3703,"1,301.50",941,55,55.349998,54.689999,55.259998,41.834648,27049400,"1,862.31","1,846.01","1,862.31","1,846.01",1.05%,86.260674,87.288338,86.008263,87.108047,61.915112,1933227,0.7238,0.7239,0.7245,0.7219,-0.01%,328.440002,330.820007,328.440002,330.820007,330.820007,300860300
4/17/2014,-0.3703,"1,299.00",940,55.34,55.57,55.009998,55.220001,41.804359,17955400,"1,864.85","1,861.73","1,869.63","1,856.72",0.14%,87.27932,88.117683,86.711403,87.820198,62.421299,1868091,0.7238,0.7238,0.7241,0.7211,0.00%,330.850006,332.450012,329.679993,332.429993,332.429993,298846600
4/18/2014,-0.3703,"1,299.00",940,55.34,55.57,55.009998,55.220001,41.804359,17955400,"1,864.85","1,861.73","1,869.63","1,856.72",0.14%,87.27932,88.117683,86.711403,87.820198,62.421299,1868091,0.7238,0.7238,0.7243,0.7233,0.00%,330.850006,332.450012,329.679993,332.429993,332.429993,298846600
4/21/2014,-0.3703,"1,299.00",940,55.259998,55.41,54.990002,55.029999,41.660534,12384800,"1,871.89","1,865.79","1,871.89","1,863.18",0.38%,87.27932,88.117683,86.711403,87.820198,62.421299,1868091,0.725,0.7236,0.7253,0.7229,0.17%,330.850006,332.450012,329.679993,332.429993,332.429993,298846600
4/22/2014,-0.3703,"1,286.80",932.4,55.040001,56.080002,54.939999,55.810001,42.251026,16257600,"1,879.55","1,872.57","1,884.89","1,872.57",0.41%,87.648918,89.271545,87.495674,89.271545,63.452896,1793205,0.7244,0.725,0.7255,0.7232,-0.08%,333.420013,337.390015,333.420013,337.029999,337.029999,285602400
4/23/2014,-0.3703,"1,285.30",930.1,55.799999,56.119999,55.560001,56.049999,42.432716,11379000,"1,875.39","1,879.32","1,879.75","1,873.91",-0.22%,89.172386,89.172386,87.829216,87.856255,62.446915,1830532,0.7238,0.7243,0.7247,0.7217,-0.08%,336.700012,336.910004,334.859985,335.049988,335.049988,267888000
4/24/2014,-0.3703,"1,291.50",934.2,56.07,56.259998,55.610001,56.189999,42.538689,15360600,"1,878.61","1,881.97","1,884.06","1,870.24",0.17%,88.352058,88.901947,86.332787,87.883301,62.466152,2806317,0.7229,0.7237,0.7252,0.7223,-0.12%,336.149994,337.839996,333.429993,336.130005,336.130005,265081400
4/25/2014,-0.3703,"1,301.30",940.4,56.310001,56.349998,55.639999,55.700001,42.167736,15937700,"1,863.40","1,877.72","1,877.72","1,859.70",-0.81%,87.270309,87.874283,86.341805,86.513084,61.492222,1843760,0.7229,0.7228,0.7234,0.722,0.00%,335.299988,335.299988,332.5,333.5,333.5,218859200
